#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
RMDv1_0000000067	1246995.AFR_22960	3.53e-25	127.0	COG4733@1|root,COG4733@2|Bacteria,2H7QD@201174|Actinobacteria,4DJZF@85008|Micromonosporales	201174|Actinobacteria	NU	Fibronectin type III domain	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	fn3
RMDv1_0000000068	592029.DDD_2081	1.99e-80	310.0	COG1361@1|root,COG1520@1|root,COG2373@1|root,COG2911@1|root,COG3170@1|root,COG4932@1|root,COG1361@2|Bacteria,COG1520@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,COG3170@2|Bacteria,COG4932@2|Bacteria,4NMB8@976|Bacteroidetes,1HYNW@117743|Flavobacteriia,3HJ80@363408|Nonlabens	976|Bacteroidetes	M	C-terminal domain of CHU protein family	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,DUF11,SdrD_B
RMDv1_0000000069	485918.Cpin_5094	1.03e-162	582.0	COG1472@1|root,COG3391@1|root,COG4932@1|root,COG1472@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,4PN87@976|Bacteroidetes	976|Bacteroidetes	M	Calx-beta domain	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000000070	1144342.PMI40_01060	7.55e-36	162.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2W32B@28216|Betaproteobacteria,475QP@75682|Oxalobacteraceae	28216|Betaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind
RMDv1_0000000071	1441629.PCH70_25320	0.0	4657.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria,1Z9BF@136849|Pseudomonas syringae group	1236|Gammaproteobacteria	Q	Phosphopantetheine attachment site	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000072	1244869.H261_15390	1.47e-113	403.0	COG3210@1|root,COG3210@2|Bacteria,1MXIP@1224|Proteobacteria,2TTVB@28211|Alphaproteobacteria,2JRTA@204441|Rhodospirillales	204441|Rhodospirillales	U	haemagglutination activity domain	-	-	-	-	-	-	-	-	-	-	-	-	Haemagg_act
RMDv1_0000000073	1229909.NSED_00535	3.41e-54	211.0	arCOG08777@1|root,arCOG08777@2157|Archaea	1229909.NSED_00535|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000074	400682.PAC_15710479	2.57e-129	469.0	29RY4@1|root,2RXCD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	REJ,Tetraspannin
RMDv1_0000000075	400682.PAC_15710479	2.06e-123	450.0	29RY4@1|root,2RXCD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	REJ,Tetraspannin
RMDv1_0000000076	886293.Sinac_4765	3.12e-42	183.0	COG3210@1|root,COG4733@1|root,COG3210@2|Bacteria,COG4733@2|Bacteria,2J50K@203682|Planctomycetes	203682|Planctomycetes	U	Pkd domain containing protein	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	-
RMDv1_0000000077	1136163.M565_ctg1P0811	0.0	10863.0	COG1470@1|root,COG2931@1|root,COG1470@2|Bacteria,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,1SKNR@1236|Gammaproteobacteria,1XSUJ@135623|Vibrionales	135623|Vibrionales	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind,Peptidase_M10_C
RMDv1_0000000078	1500893.JQNB01000001_gene2575	0.0	3890.0	COG1020@1|root,COG3321@1|root,COG1020@2|Bacteria,COG3321@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria,1X3AB@135614|Xanthomonadales	135614|Xanthomonadales	Q	non-ribosomal peptide synthetase	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,Methyltransf_12,PP-binding,PS-DH,Thioesterase,ketoacyl-synt
RMDv1_0000000079	153948.NAL212_2837	6.78e-267	877.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria	1224|Proteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	3.1.4.50	ko:K01127	ko00563,map00563	-	R06623	-	ko00000,ko00001,ko01000	-	-	-	Big_5,Calx-beta,FG-GAP,HemolysinCabind
RMDv1_0000000080	400682.PAC_15710479	1.87e-177	623.0	29RY4@1|root,2RXCD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	REJ,Tetraspannin
RMDv1_0000000081	485918.Cpin_5863	7.26e-83	317.0	COG1470@1|root,COG2931@1|root,COG4886@1|root,COG4932@1|root,COG5492@1|root,COG1470@2|Bacteria,COG2931@2|Bacteria,COG4886@2|Bacteria,COG4932@2|Bacteria,COG5492@2|Bacteria,4PMF3@976|Bacteroidetes,1IT6W@117747|Sphingobacteriia	976|Bacteroidetes	N	PFAM Bacterial Ig-like domain (group 2)	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,CHU_C,VCBS
RMDv1_0000000082	592029.DDD_2081	4.03e-154	554.0	COG1361@1|root,COG1520@1|root,COG2373@1|root,COG2911@1|root,COG3170@1|root,COG4932@1|root,COG1361@2|Bacteria,COG1520@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,COG3170@2|Bacteria,COG4932@2|Bacteria,4NMB8@976|Bacteroidetes,1HYNW@117743|Flavobacteriia,3HJ80@363408|Nonlabens	976|Bacteroidetes	M	C-terminal domain of CHU protein family	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,DUF11,SdrD_B
RMDv1_0000000083	156889.Mmc1_0729	0.0	1254.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	Q	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	3.4.24.40	ko:K01406,ko:K07004	ko01503,map01503	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	An_peroxidase,Cadherin,Calx-beta,Exo_endo_phos,HemolysinCabind,Metallophos,Peptidase_M10_C
RMDv1_0000000084	696747.NIES39_D06940	7.3e-103	377.0	COG0739@1|root,COG1520@1|root,COG3391@1|root,COG0739@2|Bacteria,COG1520@2|Bacteria,COG3391@2|Bacteria	2|Bacteria	CO	amine dehydrogenase activity	-	-	2.7.7.6,3.4.24.40	ko:K01406,ko:K03046	ko00230,ko00240,ko01100,ko01503,ko03020,map00230,map00240,map01100,map01503,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko01002,ko03021,ko03400	-	-	-	Calx-beta,DUF5122,OapA,PPC,Peptidase_M23,SBBP
RMDv1_0000000086	485918.Cpin_5094	1.54e-108	402.0	COG1472@1|root,COG3391@1|root,COG4932@1|root,COG1472@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,4PN87@976|Bacteroidetes	976|Bacteroidetes	M	Calx-beta domain	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000000087	56110.Oscil6304_5681	3.53e-26	130.0	COG1404@1|root,COG1520@1|root,COG2931@1|root,COG3391@1|root,COG1404@2|Bacteria,COG1520@2|Bacteria,COG2931@2|Bacteria,COG3391@2|Bacteria,1G2N0@1117|Cyanobacteria	1117|Cyanobacteria	Q	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,Calx-beta,DUF4114,DUF4347,HemolysinCabind,Laminin_G_3,SBP_bac_3,VCBS
RMDv1_0000000088	706587.Desti_1941	0.0	1894.0	COG0726@1|root,COG2931@1|root,COG3291@1|root,COG0726@2|Bacteria,COG2931@2|Bacteria,COG3291@2|Bacteria,1MU7T@1224|Proteobacteria,42PPF@68525|delta/epsilon subdivisions,2WM3K@28221|Deltaproteobacteria	28221|Deltaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000090	314275.MADE_1006950	0.0	5578.0	COG2931@1|root,COG3210@1|root,COG3291@1|root,COG5295@1|root,COG2931@2|Bacteria,COG3210@2|Bacteria,COG3291@2|Bacteria,COG5295@2|Bacteria,1MU7T@1224|Proteobacteria,1S0G0@1236|Gammaproteobacteria,469J7@72275|Alteromonadaceae	1236|Gammaproteobacteria	QUW	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	DUF4347
RMDv1_0000000091	1430440.MGMSRv2_0149	2.04e-61	247.0	COG1196@1|root,COG1409@1|root,COG2911@1|root,COG2931@1|root,COG3898@1|root,COG4932@1|root,COG1196@2|Bacteria,COG1409@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3898@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria,2JSXK@204441|Rhodospirillales	204441|Rhodospirillales	Q	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	DUF4214,FecR,HemolysinCabind,Laminin_G_3
RMDv1_0000000092	1500893.JQNB01000001_gene2575	0.0	2870.0	COG1020@1|root,COG3321@1|root,COG1020@2|Bacteria,COG3321@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria,1X3AB@135614|Xanthomonadales	135614|Xanthomonadales	Q	non-ribosomal peptide synthetase	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,Methyltransf_12,PP-binding,PS-DH,Thioesterase,ketoacyl-synt
RMDv1_0000000093	1448139.AI20_01910	0.0	1854.0	COG2304@1|root,COG2373@1|root,COG2931@1|root,COG2304@2|Bacteria,COG2373@2|Bacteria,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,1RNK8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind,VWA,VWA_2
RMDv1_0000000094	1224136.AMFN01000003_gene3418	4.78e-18	102.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria	1224|Proteobacteria	MU	outer membrane autotransporter barrel domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,Pertactin
RMDv1_0000000095	633131.TR2A62_0813	0.0	2682.0	COG2931@1|root,COG3210@1|root,COG2931@2|Bacteria,COG3210@2|Bacteria,1MU7T@1224|Proteobacteria	1224|Proteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,Cadherin-like,Calx-beta,DUF4347,He_PIG
RMDv1_0000000096	324057.Pjdr2_1410	2.29e-127	464.0	COG0747@1|root,COG1361@1|root,COG3210@1|root,COG4733@1|root,COG5184@1|root,COG5492@1|root,COG0747@2|Bacteria,COG1361@2|Bacteria,COG3210@2|Bacteria,COG4733@2|Bacteria,COG5184@2|Bacteria,COG5492@2|Bacteria,1VX9E@1239|Firmicutes,4HIIK@91061|Bacilli,26SBE@186822|Paenibacillaceae	91061|Bacilli	M	S-layer homology domain	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_5,MucBP,SLH
RMDv1_0000000097	485918.Cpin_5094	8.43e-43	185.0	COG1472@1|root,COG3391@1|root,COG4932@1|root,COG1472@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,4PN87@976|Bacteroidetes	976|Bacteroidetes	M	Calx-beta domain	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000000098	1237149.C900_01919	0.0	3244.0	COG1028@1|root,COG2898@1|root,COG3321@1|root,COG1028@2|Bacteria,COG2898@2|Bacteria,COG3321@2|Bacteria,4PKD5@976|Bacteroidetes,47XYI@768503|Cytophagia	976|Bacteroidetes	Q	PKS_KR	-	-	-	-	-	-	-	-	-	-	-	-	Beta_elim_lyase,DUF2156,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000000099	394221.Mmar10_2696	1.02e-12	85.5	COG3468@1|root,COG3468@2|Bacteria,1MVQ6@1224|Proteobacteria,2UAUP@28211|Alphaproteobacteria,43X79@69657|Hyphomonadaceae	28211|Alphaproteobacteria	MU	TIGRFAM outer membrane autotransporter barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,Calx-beta
RMDv1_0000000100	1219080.VEZ01S_06_00140	0.0	3503.0	COG2911@1|root,COG2931@1|root,COG3210@1|root,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3210@2|Bacteria,1MU7T@1224|Proteobacteria,1T35U@1236|Gammaproteobacteria,1Y2HG@135623|Vibrionales	135623|Vibrionales	QU	Parallel beta-helix repeats	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000101	485918.Cpin_5094	5.2e-35	159.0	COG1472@1|root,COG3391@1|root,COG4932@1|root,COG1472@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,4PN87@976|Bacteroidetes	976|Bacteroidetes	M	Calx-beta domain	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000000102	1246995.AFR_22960	3.21e-96	362.0	COG4733@1|root,COG4733@2|Bacteria,2H7QD@201174|Actinobacteria,4DJZF@85008|Micromonosporales	201174|Actinobacteria	NU	Fibronectin type III domain	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	fn3
RMDv1_0000000103	1136163.M565_ctg5P0502	0.0	9345.0	COG2911@1|root,COG3209@1|root,COG4676@1|root,COG5295@1|root,COG2911@2|Bacteria,COG3209@2|Bacteria,COG4676@2|Bacteria,COG5295@2|Bacteria,1P8N9@1224|Proteobacteria,1SCTK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Hep Hag repeat protein	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,DUF4347,DUF5122,He_PIG,OmpA_membrane
RMDv1_0000000104	888743.HMPREF9141_1386	6.07e-09	72.8	COG5492@1|root,COG5492@2|Bacteria	2|Bacteria	N	domain, Protein	-	-	3.4.21.96	ko:K01361	-	-	-	-	ko00000,ko01000,ko01002,ko03110	-	-	-	Big_2,CBM_X2,CW_binding_1,LRR_5,PA,Peptidase_S8,SLH,fn3_5
RMDv1_0000000105	272134.KB731324_gene6611	1.12e-89	340.0	COG0823@1|root,COG2373@1|root,COG2931@1|root,COG0823@2|Bacteria,COG2373@2|Bacteria,COG2931@2|Bacteria,1GQCK@1117|Cyanobacteria,1HI2W@1150|Oscillatoriales	1117|Cyanobacteria	Q	Domains in Na-Ca exchangers and integrin-beta4	-	-	3.4.24.40	ko:K01406	ko01503,map01503	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Calx-beta,DUF4347,HemolysinCabind,VCBS
RMDv1_0000000106	1136163.M565_ctg1P0811	0.0	9477.0	COG1470@1|root,COG2931@1|root,COG1470@2|Bacteria,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,1SKNR@1236|Gammaproteobacteria,1XSUJ@135623|Vibrionales	135623|Vibrionales	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind,Peptidase_M10_C
RMDv1_0000000108	1443665.JACA01000003_gene778	1.21e-08	69.7	COG4447@1|root,COG4447@2|Bacteria,4P2FS@976|Bacteroidetes,1I8ME@117743|Flavobacteriia,2YGNV@290174|Aquimarina	976|Bacteroidetes	S	cellulose binding	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000109	744979.R2A130_2015	0.0	5148.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	Q	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	HCBP_related,He_PIG,HemolysinCabind
RMDv1_0000000110	4558.Sb08g022790.1	0.000466	56.6	COG4886@1|root,2QSZ3@2759|Eukaryota,37MQD@33090|Viridiplantae,3GDWJ@35493|Streptophyta,3KXCB@4447|Liliopsida,3IDUM@38820|Poales	35493|Streptophyta	T	Protein kinase domain	-	GO:0001653,GO:0003002,GO:0003674,GO:0005488,GO:0006810,GO:0006811,GO:0006820,GO:0006950,GO:0007154,GO:0007165,GO:0007275,GO:0007389,GO:0008150,GO:0009605,GO:0009653,GO:0009791,GO:0009889,GO:0009962,GO:0009987,GO:0009991,GO:0010015,GO:0010051,GO:0010101,GO:0010102,GO:0010311,GO:0015698,GO:0015706,GO:0017046,GO:0019222,GO:0022622,GO:0023052,GO:0031323,GO:0031326,GO:0031537,GO:0031540,GO:0031667,GO:0032501,GO:0032502,GO:0033218,GO:0038023,GO:0042277,GO:0042562,GO:0042594,GO:0043455,GO:0044087,GO:0048364,GO:0048518,GO:0048527,GO:0048528,GO:0048580,GO:0048582,GO:0048646,GO:0048731,GO:0048831,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051716,GO:0060089,GO:0065007,GO:0071705,GO:0080090,GO:0090548,GO:0090696,GO:0090697,GO:0090698,GO:0099402,GO:1900376,GO:1901141,GO:1901333,GO:1902025,GO:1903338,GO:1905392,GO:1905393,GO:2000023,GO:2000026,GO:2000069,GO:2000280,GO:2000652,GO:2000762	-	-	-	-	-	-	-	-	-	-	LRRNT_2,LRR_1,LRR_8,Pkinase
RMDv1_0000000111	485918.Cpin_5094	2.01e-41	180.0	COG1472@1|root,COG3391@1|root,COG4932@1|root,COG1472@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,4PN87@976|Bacteroidetes	976|Bacteroidetes	M	Calx-beta domain	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000000112	525378.HMPREF0793_0931	3.57e-80	308.0	COG1404@1|root,COG3209@1|root,COG3664@1|root,COG4932@1|root,COG5604@1|root,COG1404@2|Bacteria,COG3209@2|Bacteria,COG3664@2|Bacteria,COG4932@2|Bacteria,COG5604@2|Bacteria,1UY4R@1239|Firmicutes,4HDRF@91061|Bacilli,4GX2P@90964|Staphylococcaceae	91061|Bacilli	O	PFAM glycoside hydrolase family 39	bhp	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Gram_pos_anchor,He_PIG,Peptidase_M30,YSIRK_signal
RMDv1_0000000113	1278073.MYSTI_02092	0.0	3689.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,42NH4@68525|delta/epsilon subdivisions,2WN7A@28221|Deltaproteobacteria,2YTZA@29|Myxococcales	28221|Deltaproteobacteria	Q	non-ribosomal peptide synthetase	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000114	485918.Cpin_5094	4.48e-41	179.0	COG1472@1|root,COG3391@1|root,COG4932@1|root,COG1472@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,4PN87@976|Bacteroidetes	976|Bacteroidetes	M	Calx-beta domain	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000000115	525378.HMPREF0793_0931	4.84e-82	314.0	COG1404@1|root,COG3209@1|root,COG3664@1|root,COG4932@1|root,COG5604@1|root,COG1404@2|Bacteria,COG3209@2|Bacteria,COG3664@2|Bacteria,COG4932@2|Bacteria,COG5604@2|Bacteria,1UY4R@1239|Firmicutes,4HDRF@91061|Bacilli,4GX2P@90964|Staphylococcaceae	91061|Bacilli	O	PFAM glycoside hydrolase family 39	bhp	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Gram_pos_anchor,He_PIG,Peptidase_M30,YSIRK_signal
RMDv1_0000000116	525378.HMPREF0793_0931	6.09e-80	307.0	COG1404@1|root,COG3209@1|root,COG3664@1|root,COG4932@1|root,COG5604@1|root,COG1404@2|Bacteria,COG3209@2|Bacteria,COG3664@2|Bacteria,COG4932@2|Bacteria,COG5604@2|Bacteria,1UY4R@1239|Firmicutes,4HDRF@91061|Bacilli,4GX2P@90964|Staphylococcaceae	91061|Bacilli	O	PFAM glycoside hydrolase family 39	bhp	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Gram_pos_anchor,He_PIG,Peptidase_M30,YSIRK_signal
RMDv1_0000000117	324057.Pjdr2_1410	1.66e-96	362.0	COG0747@1|root,COG1361@1|root,COG3210@1|root,COG4733@1|root,COG5184@1|root,COG5492@1|root,COG0747@2|Bacteria,COG1361@2|Bacteria,COG3210@2|Bacteria,COG4733@2|Bacteria,COG5184@2|Bacteria,COG5492@2|Bacteria,1VX9E@1239|Firmicutes,4HIIK@91061|Bacilli,26SBE@186822|Paenibacillaceae	91061|Bacilli	M	S-layer homology domain	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_5,MucBP,SLH
RMDv1_0000000118	1137799.GZ78_08895	0.0	2343.0	COG0689@1|root,COG0726@1|root,COG2911@1|root,COG2931@1|root,COG3055@1|root,COG3533@1|root,COG5434@1|root,COG0689@2|Bacteria,COG0726@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3055@2|Bacteria,COG3533@2|Bacteria,COG5434@2|Bacteria,1MU7T@1224|Proteobacteria,1S3Q4@1236|Gammaproteobacteria,1XK3E@135619|Oceanospirillales	135619|Oceanospirillales	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	VWA_2
RMDv1_0000000119	1201293.AKXQ01000028_gene1322	3.2e-47	199.0	COG1073@1|root,COG1196@1|root,COG2931@1|root,COG3064@1|root,COG1073@2|Bacteria,COG1196@2|Bacteria,COG2931@2|Bacteria,COG3064@2|Bacteria,1P2XP@1224|Proteobacteria,1RZK2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	MQ	Peptidase C80 family	rtxA	GO:0000166,GO:0000287,GO:0000822,GO:0001897,GO:0001906,GO:0001907,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005488,GO:0005509,GO:0005524,GO:0005575,GO:0005576,GO:0006464,GO:0006508,GO:0006807,GO:0006996,GO:0007010,GO:0007015,GO:0008144,GO:0008150,GO:0008152,GO:0008154,GO:0008233,GO:0008234,GO:0009405,GO:0009987,GO:0010467,GO:0016043,GO:0016485,GO:0016540,GO:0016787,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0018149,GO:0018153,GO:0018193,GO:0018199,GO:0018205,GO:0018262,GO:0018995,GO:0019538,GO:0019835,GO:0019836,GO:0020002,GO:0022411,GO:0030029,GO:0030036,GO:0030042,GO:0030554,GO:0031640,GO:0032553,GO:0032555,GO:0032559,GO:0032984,GO:0033643,GO:0033644,GO:0035639,GO:0035821,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043178,GO:0043412,GO:0043624,GO:0043657,GO:0043933,GO:0044003,GO:0044004,GO:0044179,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044279,GO:0044364,GO:0044403,GO:0044419,GO:0044764,GO:0046872,GO:0051261,GO:0051604,GO:0051701,GO:0051704,GO:0051715,GO:0051801,GO:0051817,GO:0051818,GO:0051883,GO:0052331,GO:0070011,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0097435,GO:0140096,GO:1901265,GO:1901363,GO:1901564	-	ko:K10953	ko05110,map05110	-	-	-	ko00000,ko00001,ko02042	-	-	-	ACD,Anthrax_toxA,Hydrolase_4,MLD,Peptidase_C58,Peptidase_C80,RtxA
RMDv1_0000000120	525378.HMPREF0793_0931	3.02e-79	305.0	COG1404@1|root,COG3209@1|root,COG3664@1|root,COG4932@1|root,COG5604@1|root,COG1404@2|Bacteria,COG3209@2|Bacteria,COG3664@2|Bacteria,COG4932@2|Bacteria,COG5604@2|Bacteria,1UY4R@1239|Firmicutes,4HDRF@91061|Bacilli,4GX2P@90964|Staphylococcaceae	91061|Bacilli	O	PFAM glycoside hydrolase family 39	bhp	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Gram_pos_anchor,He_PIG,Peptidase_M30,YSIRK_signal
RMDv1_0000000121	1536775.H70737_09475	7.16e-13	85.9	COG4733@1|root,COG5184@1|root,COG5492@1|root,COG4733@2|Bacteria,COG5184@2|Bacteria,COG5492@2|Bacteria	2|Bacteria	N	domain, Protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_2,Big_3_2,Cadherin-like,DUF4347,Flg_new,He_PIG,HemolysinCabind,Laminin_G_3,SLH
RMDv1_0000000122	1224136.AMFN01000003_gene3418	8.64e-28	134.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria	1224|Proteobacteria	MU	outer membrane autotransporter barrel domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,Pertactin
RMDv1_0000000123	1144275.COCOR_02593	0.0	4314.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,42NH4@68525|delta/epsilon subdivisions,2WN7A@28221|Deltaproteobacteria,2YTZA@29|Myxococcales	28221|Deltaproteobacteria	Q	non-ribosomal peptide synthetase	-	-	-	ko:K16416	ko01052,map01052	-	-	-	ko00000,ko00001,ko01008	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000124	1278073.MYSTI_02092	0.0	4022.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,42NH4@68525|delta/epsilon subdivisions,2WN7A@28221|Deltaproteobacteria,2YTZA@29|Myxococcales	28221|Deltaproteobacteria	Q	non-ribosomal peptide synthetase	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000125	1298593.TOL_0395	8.39e-66	260.0	COG2304@1|root,COG2304@2|Bacteria,1R30D@1224|Proteobacteria,1T60R@1236|Gammaproteobacteria,1XKMA@135619|Oceanospirillales	2|Bacteria	S	oxidoreductase activity	-	-	-	ko:K07114	-	-	-	-	ko00000,ko02000	1.A.13.2.2,1.A.13.2.3	-	-	CHU_C,DUF11,Glug,NADase_NGA
RMDv1_0000000126	1034769.KB910518_gene672	4.57e-17	99.8	COG4733@1|root,COG4733@2|Bacteria,1VSQY@1239|Firmicutes,4HURB@91061|Bacilli,27213@186822|Paenibacillaceae	91061|Bacilli	S	Fibronectin type 3 domain	-	-	-	-	-	-	-	-	-	-	-	-	fn3
